# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2046       2.955338670317e-11       8.316580885352e-13      -1.913408674444e-12       6.061584583524e-15       3.179187066331e-16       9.937863306643e-17      -6.595402877928e-18 
 2047       2.952556813731e-11       8.263589854577e-13      -1.898476579855e-12       6.055498262256e-15       3.172320143933e-16       9.884431029691e-17      -6.453933447061e-18 
 2048       2.949689232804e-11       8.211246446203e-13      -1.883383539815e-12       6.049407010729e-15       3.165470404685e-16       9.830665541587e-17      -6.311722093809e-18 
 2049       2.946735249196e-11       8.159562561000e-13      -1.868135334768e-12       6.043310464489e-15       3.158637797068e-16       9.776626554536e-17      -6.168794150260e-18 
 2050       2.943694182607e-11       8.108550139998e-13      -1.852737768924e-12       6.037208257591e-15       3.151822269117e-16       9.722374016074e-17      -6.025175052149e-18 
 2051       2.940565350767e-11       8.058221164533e-13      -1.837196670293e-12       6.031100022599e-15       3.145023768417e-16       9.667968109353e-17      -5.880890338982e-18 
 2052       2.937348069440e-11       8.008587656294e-13      -1.821517890714e-12       6.024985390583e-15       3.138242242106e-16       9.613469253433e-17      -5.735965654163e-18 
 2053       2.934041652417e-11       7.959661677370e-13      -1.805707305883e-12       6.018863991117e-15       3.131477636872e-16       9.558938103567e-17      -5.590426745128e-18 
 2054       2.930645411518e-11       7.911455330293e-13      -1.789770815385e-12       6.012735452278e-15       3.124729898956e-16       9.504435551490e-17      -5.444299463465e-18 
 2055       2.927158656588e-11       7.863980758089e-13      -1.773714342719e-12       6.006599400642e-15       3.117998974145e-16       9.450022725705e-17      -5.297609765047e-18 
 2056       2.923580695493e-11       7.817250144323e-13      -1.757543835334e-12       6.000455461286e-15       3.111284807778e-16       9.395760991773e-17      -5.150383710160e-18 
 2057       2.919910834123e-11       7.771275713143e-13      -1.741265264650e-12       5.994303257782e-15       3.104587344739e-16       9.341711952600e-17      -5.002647463629e-18 
 2058       2.916148376382e-11       7.726069729330e-13      -1.724884626098e-12       5.988142412198e-15       3.097906529464e-16       9.287937448724e-17      -4.854427294948e-18 
 2059       2.912292624195e-11       7.681644498341e-13      -1.708407939137e-12       5.981972545095e-15       3.091242305932e-16       9.234499558602e-17      -4.705749578404e-18 
 2060       2.908342877500e-11       7.638012366358e-13      -1.691841247296e-12       5.975793275524e-15       3.084594617671e-16       9.181460598900e-17      -4.556640793210e-18 
 2061       2.904298434245e-11       7.595185720335e-13      -1.675190618193e-12       5.969604221028e-15       3.077963407754e-16       9.128883124781e-17      -4.407127523632e-18 
 2062       2.900158590392e-11       7.553176988041e-13      -1.658462143571e-12       5.963404997634e-15       3.071348618796e-16       9.076829930189e-17      -4.257236459113e-18 
 2063       2.895922639908e-11       7.511998638109e-13      -1.641661939325e-12       5.957195219857e-15       3.064750192962e-16       9.025364048140e-17      -4.106994394404e-18 
 2064       2.891589874766e-11       7.471663180083e-13      -1.624796145532e-12       5.950974500696e-15       3.058168071956e-16       8.974548751009e-17      -3.956428229695e-18 
 2065       2.887159831297e-11       7.432180832093e-13      -1.607870738067e-12       5.944742506473e-15       3.051602200771e-16       8.924432976030e-17      -3.805568566487e-18 
 2066       2.882633031145e-11       7.393552505721e-13      -1.590890961937e-12       5.938499121796e-15       3.045052538950e-16       8.875007488293e-17      -3.654460522837e-18 
 2067       2.878010245560e-11       7.355776771505e-13      -1.573861893990e-12       5.932244285760e-15       3.038519049401e-16       8.826248407585e-17      -3.503152995032e-18 
 2068       2.873292249524e-11       7.318852186770e-13      -1.556788630987e-12       5.925977937216e-15       3.032001694663e-16       8.778131754844e-17      -3.351695069031e-18 
 2069       2.868479821756e-11       7.282777295612e-13      -1.539676289625e-12       5.919700014768e-15       3.025500436899e-16       8.730633452039e-17      -3.200136020696e-18 
 2070       2.863573744721e-11       7.247550628876e-13      -1.522530006561e-12       5.913410456769e-15       3.019015237902e-16       8.683729322044e-17      -3.048525316013e-18 
 2071       2.858574804630e-11       7.213170704140e-13      -1.505354938439e-12       5.907109201330e-15       3.012546059088e-16       8.637395088519e-17      -2.896912611329e-18 
 2072       2.853483791446e-11       7.179636025693e-13      -1.488156261910e-12       5.900796186308e-15       3.006092861503e-16       8.591606375787e-17      -2.745347753579e-18 
 2073       2.848301498891e-11       7.146945084518e-13      -1.470939173659e-12       5.894471349317e-15       2.999655605816e-16       8.546338708710e-17      -2.593880780514e-18 
 2074       2.843028724447e-11       7.115096358272e-13      -1.453708890429e-12       5.888134627717e-15       2.993234252320e-16       8.501567512569e-17      -2.442561920930e-18 
 2075       2.837666269365e-11       7.084088311267e-13      -1.436470649044e-12       5.881785958624e-15       2.986828760934e-16       8.457268112942e-17      -2.291441594898e-18 
 2076       2.832214938668e-11       7.053919394448e-13      -1.419229706432e-12       5.875425278901e-15       2.980439091201e-16       8.413415735577e-17      -2.140570413993e-18 
 2077       2.826675541152e-11       7.024588045381e-13      -1.401991339655e-12       5.869052525162e-15       2.974065202284e-16       8.369985506279e-17      -1.989999181523e-18 
 2078       2.821048889399e-11       6.996092688225e-13      -1.384760845923e-12       5.862667633772e-15       2.967707052973e-16       8.326952450777e-17      -1.839778892759e-18 
 2079       2.815335799775e-11       6.968431733719e-13      -1.367543542629e-12       5.856270540845e-15       2.961364601676e-16       8.284291494611e-17      -1.689960735162e-18 
 2080       2.809537092436e-11       6.941603579161e-13      -1.350344767366e-12       5.849861182244e-15       2.955037806425e-16       8.241977463003e-17      -1.540596088614e-18 
 2081       2.803653591335e-11       6.915606608389e-13      -1.333169877954e-12       5.843439493582e-15       2.948726624871e-16       8.199985080740e-17      -1.391736525646e-18 
 2082       2.797686124226e-11       6.890439191760e-13      -1.316024252462e-12       5.837005410218e-15       2.942431014286e-16       8.158288972048e-17      -1.243433811670e-18 
 2083       2.791635522668e-11       6.866099686135e-13      -1.298913289236e-12       5.830558867263e-15       2.936150931564e-16       8.116863660472e-17      -1.095739905202e-18 
 2084       2.785502622029e-11       6.842586434854e-13      -1.281842406918e-12       5.824099799574e-15       2.929886333213e-16       8.075683568753e-17      -9.487069580976e-19 
 2085       2.779288261493e-11       6.819897767724e-13      -1.264817044475e-12       5.817628141754e-15       2.923637175365e-16       8.034723018704e-17      -8.023873157776e-19 
 2086       2.772993284063e-11       6.798032000992e-13      -1.247842661219e-12       5.811143828157e-15       2.917403413767e-16       7.993956231092e-17      -6.568335174581e-19 
 2087       2.766618536568e-11       6.776987437332e-13      -1.230924736836e-12       5.804646792880e-15       2.911185003784e-16       7.953357325512e-17      -5.120982963794e-19 
 2088       2.760164869666e-11       6.756762365824e-13      -1.214068771405e-12       5.798136969771e-15       2.904981900397e-16       7.912900320267e-17      -3.682345800352e-19 
 2089       2.753633137848e-11       6.737355061932e-13      -1.197280285425e-12       5.791614292420e-15       2.898794058207e-16       7.872559132244e-17      -2.252954904017e-19 
 2090       2.747024199444e-11       6.718763787490e-13      -1.180564819838e-12       5.785078694166e-15       2.892621431426e-16       7.832307576793e-17      -8.333434416698e-20 
 2091       2.740338916629e-11       6.700986790679e-13      -1.163927936054e-12       5.778530108092e-15       2.886463973883e-16       7.792119367605e-17       5.759534704038e-20 
 2092       2.733578155426e-11       6.684022306008e-13      -1.147375215976e-12       5.771968467028e-15       2.880321639024e-16       7.751968116590e-17       1.974398764218e-19 
 2093       2.726742785711e-11       6.667868554297e-13      -1.130912262022e-12       5.765393703546e-15       2.874194379907e-16       7.711827333751e-17       3.361453417795e-19 
 2094       2.719833681219e-11       6.652523742656e-13      -1.114544697149e-12       5.758805749967e-15       2.868082149202e-16       7.671670427068e-17       4.736576452878e-19 
 2095       2.712851719546e-11       6.637986064467e-13      -1.098278164880e-12       5.752204538352e-15       2.861984899195e-16       7.631470702371e-17       6.099224932637e-19 
 2096       2.705797782158e-11       6.624253699364e-13      -1.082118329326e-12       5.745590000509e-15       2.855902581783e-16       7.591201363220e-17       7.448853959376e-19 
 2097       2.698672754392e-11       6.611324813213e-13      -1.066070875209e-12       5.738962067988e-15       2.849835148474e-16       7.550835510783e-17       8.784916672245e-19 
 2098       2.691477525464e-11       6.599197558095e-13      -1.050141507889e-12       5.732320672084e-15       2.843782550390e-16       7.510346143711e-17       1.010686424495e-18 
 2099       2.684212988471e-11       6.587870072286e-13      -1.034335953388e-12       5.725665743834e-15       2.837744738260e-16       7.469706158019e-17       1.141414588345e-18 
 2100       2.676880040396e-11       6.577340480236e-13      -1.018659958410e-12       5.718997214016e-15       2.831721662426e-16       7.428888346963e-17       1.270620882369e-18 
 2101       2.669479582116e-11       6.567606892555e-13      -1.003119290371e-12       5.712315013154e-15       2.825713272839e-16       7.387865400917e-17       1.398249832928e-18 
 2102       2.662012518402e-11       6.558667405985e-13      -9.877197374167e-13       5.705619071512e-15       2.819719519058e-16       7.346609907250e-17       1.524245768922e-18 
 2103       2.654479757929e-11       6.550520103391e-13      -9.724671084537e-13       5.698909319095e-15       2.813740350251e-16       7.305094350207e-17       1.648552821563e-18 
 2104       2.646882311132e-11       6.543161595029e-13      -9.573666399436e-13       5.692185731154e-15       2.807775718407e-16       7.263297195569e-17       1.771123938257e-18 
 2105       2.639221584523e-11       6.536582631324e-13      -9.424212117438e-13       5.685448465045e-15       2.801825587984e-16       7.221221191168e-17       1.891947993278e-18 
 2106       2.631499088437e-11       6.530772459537e-13      -9.276331189039e-13       5.678697724318e-15       2.795889926328e-16       7.178875193452e-17       2.011022865259e-18 
 2107       2.623716339362e-11       6.525720279633e-13      -9.130046637714e-13       5.671933713305e-15       2.789968700465e-16       7.136268094299e-17       2.128346440211e-18 
 2108       2.615874859950e-11       6.521415244228e-13      -8.985381559991e-13       5.665156637120e-15       2.784061877098e-16       7.093408821065e-17       2.243916611542e-18 
 2109       2.607976179028e-11       6.517846458527e-13      -8.842359125542e-13       5.658366701657e-15       2.778169422610e-16       7.050306336623e-17       2.357731280070e-18 
 2110       2.600021831598e-11       6.515002980267e-13      -8.701002577256e-13       5.651564113594e-15       2.772291303062e-16       7.006969639405e-17       2.469788354038e-18 
 2111       2.592013358852e-11       6.512873819658e-13      -8.561335231321e-13       5.644749080393e-15       2.766427484193e-16       6.963407763447e-17       2.580085749132e-18 
 2112       2.583952308174e-11       6.511447939326e-13      -8.423380477307e-13       5.637921810299e-15       2.760577931417e-16       6.919629778429e-17       2.688621388491e-18 
 2113       2.575840233148e-11       6.510714254249e-13      -8.287161778245e-13       5.631082512346e-15       2.754742609829e-16       6.875644789722e-17       2.795393202728e-18 
 2114       2.567678693571e-11       6.510661631704e-13      -8.152702670708e-13       5.624231396352e-15       2.748921484195e-16       6.831461938424e-17       2.900399129940e-18 
 2115       2.559469255453e-11       6.511278891205e-13      -8.020026764890e-13       5.617368672923e-15       2.743114518961e-16       6.787090401411e-17       3.003637115727e-18 
 2116       2.551213491028e-11       6.512554804447e-13      -7.889157744691e-13       5.610494553453e-15       2.737321678247e-16       6.742539391371e-17       3.105105113203e-18 
 2117       2.542912978762e-11       6.514478095245e-13      -7.760119367793e-13       5.603609250126e-15       2.731542925848e-16       6.697818156853e-17       3.204801083016e-18 
 2118       2.534569303361e-11       6.517037439476e-13      -7.632935465741e-13       5.596712975917e-15       2.725778225232e-16       6.652935982308e-17       3.302722993359e-18 
 2119       2.526184055773e-11       6.520221465019e-13      -7.507629944029e-13       5.589805944589e-15       2.720027539542e-16       6.607902188129e-17       3.398868819988e-18 
 2120       2.517758833205e-11       6.524018751700e-13      -7.384226782174e-13       5.582888370702e-15       2.714290831594e-16       6.562726130696e-17       3.493236546234e-18 
 2121       2.509295239120e-11       6.528417831230e-13      -7.262750033799e-13       5.575960469603e-15       2.708568063879e-16       6.517417202421e-17       3.585824163022e-18 
 2122       2.500794883252e-11       6.533407187146e-13      -7.143223826716e-13       5.569022457437e-15       2.702859198557e-16       6.471984831786e-17       3.676629668882e-18 
 2123       2.492259381611e-11       6.538975254756e-13      -7.025672363003e-13       5.562074551142e-15       2.697164197463e-16       6.426438483387e-17       3.765651069969e-18 
 2124       2.483690356490e-11       6.545110421076e-13      -6.910119919088e-13       5.555116968453e-15       2.691483022101e-16       6.380787657979e-17       3.852886380071e-18 
 2125       2.475089436472e-11       6.551801024773e-13      -6.796590845826e-13       5.548149927899e-15       2.685815633648e-16       6.335041892516e-17       3.938333620633e-18 
 2126       2.466458256439e-11       6.559035356110e-13      -6.685109568584e-13       5.541173648809e-15       2.680161992951e-16       6.289210760195e-17       4.021990820764e-18 
 2127       2.457798457579e-11       6.566801656879e-13      -6.575700587316e-13       5.534188351309e-15       2.674522060526e-16       6.243303870497e-17       4.103856017258e-18 
 2128       2.449111687392e-11       6.575088120349e-13      -6.468388476650e-13       5.527194256324e-15       2.668895796560e-16       6.197330869234e-17       4.183927254604e-18 
 2129       2.440399599700e-11       6.583882891208e-13      -6.363197885965e-13       5.520191585580e-15       2.663283160909e-16       6.151301438586e-17       4.262202585007e-18 
 2130       2.431663854653e-11       6.593174065498e-13      -6.260153539470e-13       5.513180561604e-15       2.657684113097e-16       6.105225297147e-17       4.338680068398e-18 
 2131       2.422906118734e-11       6.602949690561e-13      -6.159280236290e-13       5.506161407723e-15       2.652098612316e-16       6.059112199967e-17       4.413357772450e-18 
 2132       2.414128064773e-11       6.613197764982e-13      -6.060602850541e-13       5.499134348070e-15       2.646526617427e-16       6.012971938594e-17       4.486233772597e-18 
 2133       2.405331371946e-11       6.623906238525e-13      -5.964146331414e-13       5.492099607579e-15       2.640968086956e-16       5.966814341117e-17       4.557306152044e-18 
 2134       2.396517725791e-11       6.635063012076e-13      -5.869935703256e-13       5.485057411990e-15       2.635422979099e-16       5.920649272210e-17       4.626573001785e-18 
 2135       2.387688818209e-11       6.646655937590e-13      -5.777996065647e-13       5.478007987848e-15       2.629891251715e-16       5.874486633174e-17       4.694032420617e-18 
 2136       2.378846347474e-11       6.658672818022e-13      -5.688352593485e-13       5.470951562506e-15       2.624372862331e-16       5.828336361976e-17       4.759682515158e-18 
 2137       2.369992018240e-11       6.671101407277e-13      -5.601030537064e-13       5.463888364121e-15       2.618867768139e-16       5.782208433297e-17       4.823521399856e-18 
 2138       2.361127541549e-11       6.683929410149e-13      -5.516055222156e-13       5.456818621662e-15       2.613375925994e-16       5.736112858574e-17       4.885547197010e-18 
 2139       2.352254634839e-11       6.697144482260e-13      -5.433452050090e-13       5.449742564905e-15       2.607897292418e-16       5.690059686038e-17       4.945758036783e-18 
 2140       2.343375021949e-11       6.710734230002e-13      -5.353246497834e-13       5.442660424436e-15       2.602431823594e-16       5.644059000762e-17       5.004152057216e-18 
 2141       2.334490433129e-11       6.724686210482e-13      -5.275464118076e-13       5.435572431652e-15       2.596979475373e-16       5.598120924699e-17       5.060727404245e-18 
 2142       2.325602605046e-11       6.738987931457e-13      -5.200130539303e-13       5.428478818764e-15       2.591540203263e-16       5.552255616729e-17       5.115482231714e-18 
 2143       2.316713209835e-11       6.753626848436e-13      -5.127265324348e-13       5.421379830401e-15       2.586113965199e-16       5.506472031679e-17       5.168423388980e-18 
 2144       2.307823641709e-11       6.768590356056e-13      -5.056863500009e-13       5.414275758522e-15       2.580700729826e-16       5.460774188039e-17       5.219592548557e-18 
 2145       2.298935228903e-11       6.783865796529e-13      -4.988913901421e-13       5.407166907747e-15       2.575300468271e-16       5.415164874838e-17       5.269040256975e-18 
 2146       2.290049304510e-11       6.799440462421e-13      -4.923405302056e-13       5.400053583773e-15       2.569913151381e-16       5.369646890355e-17       5.316817263639e-18 
 2147       2.281167206483e-11       6.815301596592e-13      -4.860326413643e-13       5.392936093372e-15       2.564538749727e-16       5.324223042137e-17       5.362974521075e-18 
 2148       2.272290277641e-11       6.831436392144e-13      -4.799665886087e-13       5.385814744397e-15       2.559177233600e-16       5.278896147000e-17       5.407563185169e-18 
 2149       2.263419865677e-11       6.847831992353e-13      -4.741412307393e-13       5.378689845777e-15       2.553828573014e-16       5.233669031047e-17       5.450634615408e-18 
 2150       2.254557323161e-11       6.864475490617e-13      -4.685554203580e-13       5.371561707524e-15       2.548492737706e-16       5.188544529675e-17       5.492240375124e-18 
 2151       2.245704007544e-11       6.881353930395e-13      -4.632080038609e-13       5.364430640733e-15       2.543169697131e-16       5.143525487584e-17       5.532432231736e-18 
 2152       2.236861281168e-11       6.898454305148e-13      -4.580978214297e-13       5.357296957579e-15       2.537859420467e-16       5.098614758789e-17       5.571262156990e-18 
 2153       2.228030511271e-11       6.915763558279e-13      -4.532237070239e-13       5.350160971324e-15       2.532561876610e-16       5.053815206633e-17       5.608782327204e-18 
 2154       2.219213069988e-11       6.933268583080e-13      -4.485844883730e-13       5.343022996315e-15       2.527277034177e-16       5.009129703789e-17       5.645045123507e-18 
 2155       2.210410334362e-11       6.950956222664e-13      -4.441789869683e-13       5.335883347984e-15       2.522004861503e-16       4.964561132279e-17       5.680103132083e-18 
 2156       2.201623686345e-11       6.968813269914e-13      -4.400060180551e-13       5.328742342854e-15       2.516745326644e-16       4.920112383480e-17       5.714009144413e-18 
 2157       2.192854512809e-11       6.986826467420e-13      -4.360643906245e-13       5.321600298534e-15       2.511498397374e-16       4.875786358133e-17       5.746816157515e-18 
 2158       2.184104205546e-11       7.004982507424e-13      -4.323529074058e-13       5.314457533726e-15       2.506264041183e-16       4.831585966359e-17       5.778577374189e-18 
 2159       2.175374161277e-11       7.023268031757e-13      -4.288703648580e-13       5.307314368222e-15       2.501042225280e-16       4.787514127660e-17       5.809346203256e-18 
 2160       2.166665781656e-11       7.041669631781e-13      -4.256155531624e-13       5.300171122908e-15       2.495832916593e-16       4.743573770940e-17       5.839176259804e-18 
 2161       2.157980473279e-11       7.060173848335e-13      -4.225872562141e-13       5.293028119762e-15       2.490636081764e-16       4.699767834506e-17       5.868121365423e-18 
 2162       2.149319647683e-11       7.078767171670e-13      -4.197842516145e-13       5.285885681859e-15       2.485451687153e-16       4.656099266083e-17       5.896235548456e-18 
 2163       2.140684721358e-11       7.097436041392e-13      -4.172053106628e-13       5.278744133371e-15       2.480279698837e-16       4.612571022824e-17       5.923573044234e-18 
 2164       2.132077115749e-11       7.116166846408e-13      -4.148491983485e-13       5.271603799565e-15       2.475120082606e-16       4.569186071320e-17       5.950188295321e-18 
 2165       2.123498257264e-11       7.134945924859e-13      -4.127146733433e-13       5.264465006809e-15       2.469972803967e-16       4.525947387608e-17       5.976135951755e-18 
 2166       2.114949577277e-11       7.153759564067e-13      -4.108004879929e-13       5.257328082570e-15       2.464837828143e-16       4.482857957184e-17       6.001470871292e-18 
 2167       2.106432512134e-11       7.172594000477e-13      -4.091053883092e-13       5.250193355418e-15       2.459715120069e-16       4.439920775013e-17       6.026248119646e-18 
 2168       2.097948503163e-11       7.191435419593e-13      -4.076281139623e-13       5.243061155023e-15       2.454604644395e-16       4.397138845536e-17       6.050522970730e-18 
 2169       2.089498996672e-11       7.210269955923e-13      -4.063673982728e-13       5.235931812160e-15       2.449506365485e-16       4.354515182686e-17       6.074350906901e-18 
 2170       2.081085443962e-11       7.229083692922e-13      -4.053219682031e-13       5.228805658708e-15       2.444420247417e-16       4.312052809891e-17       6.097787619200e-18 
 2171       2.072709301327e-11       7.247862662926e-13      -4.044905443503e-13       5.221683027654e-15       2.439346253981e-16       4.269754760093e-17       6.120889007595e-18 
 2172       2.064372030062e-11       7.266592847103e-13      -4.038718409376e-13       5.214564253090e-15       2.434284348678e-16       4.227624075749e-17       6.143711181222e-18 
 2173       2.056075096470e-11       7.285260175386e-13      -4.034645658064e-13       5.207449670217e-15       2.429234494723e-16       4.185663808849e-17       6.166310458629e-18 
 2174       2.047819971865e-11       7.303850526418e-13      -4.032674204088e-13       5.200339615348e-15       2.424196655043e-16       4.143877020920e-17       6.188743368014e-18 
 2175       2.039608132579e-11       7.322349727493e-13      -4.032790997990e-13       5.193234425903e-15       2.419170792275e-16       4.102266783042e-17       6.211066647471e-18 
 2176       2.031441059966e-11       7.340743554498e-13      -4.034982926258e-13       5.186134440418e-15       2.414156868766e-16       4.060836175852e-17       6.233337245232e-18 
 2177       2.023320240411e-11       7.359017731851e-13      -4.039236811241e-13       5.179039998539e-15       2.409154846576e-16       4.019588289561e-17       6.255612319905e-18 
 2178       2.015247165333e-11       7.377157932446e-13      -4.045539411077e-13       5.171951441029e-15       2.404164687472e-16       3.978526223959e-17       6.277949240720e-18 
 2179       2.007223331189e-11       7.395149777591e-13      -4.053877419605e-13       5.164869109765e-15       2.399186352934e-16       3.937653088428e-17       6.300405587770e-18 
 2180       1.999250239483e-11       7.412978836954e-13      -4.064237466292e-13       5.157793347743e-15       2.394219804149e-16       3.896972001949e-17       6.323039152251e-18 
 2181       1.991329396771e-11       7.430630628497e-13      -4.076606116146e-13       5.150724499074e-15       2.389265002013e-16       3.856486093118e-17       6.345907936708e-18 
 2182       1.983462145250e-11       7.448091779282e-13      -4.090966755392e-13       5.143662886985e-15       2.384321909511e-16       3.816198420048e-17       6.369058807421e-18 
 2183       1.975649153273e-11       7.465353516499e-13      -4.107290225785e-13       5.136608747639e-15       2.379390498877e-16       3.776111729487e-17       6.392493367880e-18 
 2184       1.967890921429e-11       7.482408199740e-13      -4.125544127300e-13       5.129562295872e-15       2.374470744481e-16       3.736228696106e-17       6.416201856841e-18 
 2185       1.960187951648e-11       7.499248162236e-13      -4.145695926519e-13       5.122523747155e-15       2.369562620453e-16       3.696552002464e-17       6.440174475338e-18 
 2186       1.952540747200e-11       7.515865710830e-13      -4.167712956475e-13       5.115493317600e-15       2.364666100682e-16       3.657084339017e-17       6.464401386647e-18 
 2187       1.944949812701e-11       7.532253125948e-13      -4.191562416495e-13       5.108471223960e-15       2.359781158816e-16       3.617828404122e-17       6.488872716237e-18 
 2188       1.937415654111e-11       7.548402661567e-13      -4.217211372036e-13       5.101457683624e-15       2.354907768261e-16       3.578786904052e-17       6.513578551730e-18 
 2189       1.929938778734e-11       7.564306545186e-13      -4.244626754533e-13       5.094452914624e-15       2.350045902182e-16       3.539962552998e-17       6.538508942853e-18 
 2190       1.922519695225e-11       7.579956977799e-13      -4.273775361239e-13       5.087457135635e-15       2.345195533502e-16       3.501358073079e-17       6.563653901395e-18 
 2191       1.915158913586e-11       7.595346133863e-13      -4.304623855064e-13       5.080470565971e-15       2.340356634902e-16       3.462976194352e-17       6.589003401168e-18 
 2192       1.907856945168e-11       7.610466161267e-13      -4.337138764422e-13       5.073493425590e-15       2.335529178819e-16       3.424819654821e-17       6.614547377957e-18 
 2193       1.900614302676e-11       7.625309181307e-13      -4.371286483066e-13       5.066525935094e-15       2.330713137448e-16       3.386891200440e-17       6.640275729478e-18 
 2194       1.893431500166e-11       7.639867288654e-13      -4.407033269937e-13       5.059568315728e-15       2.325908482740e-16       3.349193585126e-17       6.666178315336e-18 
 2195       1.886309053048e-11       7.654132551322e-13      -4.444345249001e-13       5.052620789381e-15       2.321115186402e-16       3.311729570767e-17       6.692244956979e-18 
 2196       1.879247478089e-11       7.668097010645e-13      -4.483188409091e-13       5.045683578589e-15       2.316333219898e-16       3.274501927226e-17       6.718465437655e-18 
 2197       1.872247293411e-11       7.681752681241e-13      -4.523528603753e-13       5.038756906534e-15       2.311562554446e-16       3.237513432355e-17       6.744829502368e-18 
 2198       1.865309018495e-11       7.695091550984e-13      -4.565331551081e-13       5.031840997042e-15       2.306803161020e-16       3.200766872000e-17       6.771326857836e-18 
 2199       1.858433174182e-11       7.708105580978e-13      -4.608562833565e-13       5.024936074589e-15       2.302055010350e-16       3.164265040007e-17       6.797947172441e-18 
 2200       1.851620282672e-11       7.720786705523e-13      -4.653187897930e-13       5.018042364298e-15       2.297318072918e-16       3.128010738237e-17       6.824680076194e-18 
 2201       1.844870867529e-11       7.733126832088e-13      -4.699172054977e-13       5.011160091940e-15       2.292592318962e-16       3.092006776566e-17       6.851515160683e-18 
 2202       1.838185453679e-11       7.745117841281e-13      -4.746480479427e-13       5.004289483936e-15       2.287877718474e-16       3.056255972901e-17       6.878441979035e-18 
 2203       1.831564567414e-11       7.756751586820e-13      -4.795078209760e-13       4.997430767355e-15       2.283174241197e-16       3.020761153181e-17       6.905450045869e-18 
 2204       1.825008736390e-11       7.768019895503e-13      -4.844930148062e-13       4.990584169921e-15       2.278481856631e-16       2.985525151392e-17       6.932528837253e-18 
 2205       1.818518489634e-11       7.778914567175e-13      -4.896001059859e-13       4.983749920003e-15       2.273800534026e-16       2.950550809570e-17       6.959667790659e-18 
 2206       1.812094357537e-11       7.789427374706e-13      -4.948255573965e-13       4.976928246627e-15       2.269130242385e-16       2.915840977811e-17       6.986856304922e-18 
 2207       1.805736871864e-11       7.799550063956e-13      -5.001658182323e-13       4.970119379469e-15       2.264470950463e-16       2.881398514280e-17       7.014083740192e-18 
 2208       1.799446565750e-11       7.809274353746e-13      -5.056173239842e-13       4.963323548858e-15       2.259822626767e-16       2.847226285220e-17       7.041339417895e-18 
 2209       1.793223973702e-11       7.818591935830e-13      -5.111764964247e-13       4.956540985778e-15       2.255185239556e-16       2.813327164956e-17       7.068612620685e-18 
 2210       1.787069631603e-11       7.827494474863e-13      -5.168397435912e-13       4.949771921867e-15       2.250558756840e-16       2.779704035908e-17       7.095892592402e-18 
 2211       1.780984076709e-11       7.835973608376e-13      -5.226034597709e-13       4.943016589417e-15       2.245943146378e-16       2.746359788596e-17       7.123168538028e-18 
 2212       1.774967847653e-11       7.844020946743e-13      -5.284640254845e-13       4.936275221376e-15       2.241338375681e-16       2.713297321651e-17       7.150429623642e-18 
 2213       1.769021484449e-11       7.851628073150e-13      -5.344178074705e-13       4.929548051350e-15       2.236744412010e-16       2.680519541821e-17       7.177664976379e-18 
 2214       1.763145528486e-11       7.858786543569e-13      -5.404611586697e-13       4.922835313601e-15       2.232161222375e-16       2.648029363980e-17       7.204863684381e-18 
 2215       1.757340522538e-11       7.865487886729e-13      -5.465904182088e-13       4.916137243049e-15       2.227588773537e-16       2.615829711135e-17       7.232014796760e-18 
 2216       1.751607010758e-11       7.871723604082e-13      -5.528019113851e-13       4.909454075271e-15       2.223027032003e-16       2.583923514437e-17       7.259107323547e-18 
 2217       1.745945538682e-11       7.877485169776e-13      -5.590919496504e-13       4.902786046504e-15       2.218475964031e-16       2.552313713187e-17       7.286130235655e-18 
 2218       1.740356653234e-11       7.882764030628e-13      -5.654568305952e-13       4.896133393645e-15       2.213935535627e-16       2.521003254845e-17       7.313072464829e-18 
 2219       1.734840902721e-11       7.887551606090e-13      -5.718928379329e-13       4.889496354251e-15       2.209405712544e-16       2.489995095037e-17       7.339922903607e-18 
 2220       1.729398836838e-11       7.891839288223e-13      -5.783962414842e-13       4.882875166540e-15       2.204886460285e-16       2.459292197566e-17       7.366670405270e-18 
 2221       1.724030846739e-11       7.895619931448e-13      -5.849633815998e-13       4.876270035121e-15       2.200377746157e-16       2.428897047425e-17       7.393296917376e-18 
 2222       1.718736684089e-11       7.898892332602e-13      -5.915909230697e-13       4.869681027937e-15       2.195879545472e-16       2.398810186330e-17       7.419756832945e-18 
 2223       1.713515938844e-11       7.901656780357e-13      -5.982756028565e-13       4.863108178644e-15       2.191391835388e-16       2.369031667550e-17       7.445997503078e-18 
 2224       1.708368198891e-11       7.903913568118e-13      -6.050141457940e-13       4.856551520819e-15       2.186914592855e-16       2.339561542022e-17       7.471966090815e-18 
